instance,topic,distribution
1894-0,38,2.0020020020020023E-6
1895-0,38,2.148112346275711E-6
1896-0,38,2.0684662322887583E-6
1897-0,38,2.70014850816795E-6
1898-0,38,1.5658641612840087E-6
1899-0,38,1.4363172824877005E-6
1900-0,38,1.649348507339601E-6
1901-0,38,1.6528242634601878E-6
1902-0,38,0.0038684187924074563
1903-0,38,2.1958717610891527E-6
1904-0,38,1.8653236336504387E-6
1905-0,38,1.3240648791790794E-6
1906-0,38,1.4018855360459817E-6
1907-0,38,1.1988251513516747E-6
1908-0,38,1.6852039096730707E-6
1909-0,38,2.3036166781847506E-6
1910-0,38,1.1376564277588159E-6
1911-0,38,1.3626298756600235E-6
1912-0,38,1.2309207287050702E-6
1913-0,38,1.0010010010010017E-5
1914-0,38,8.364700961940615E-6
1915-0,38,4.5320643553138475E-6
1916-0,38,1.589193484306716E-5
1917-0,38,9.44956295771321E-6
1918-0,38,6.617038875103394E-6
1919-0,38,6.734006734006737E-6
1920-0,38,1.2288786482334879E-5
1921-0,38,5.6116722783389474E-6
1922-0,38,5.301524188204111E-6
1923-0,38,4.632846884410472E-6
1924-0,38,4.5771827440210565E-6
1925-0,38,2.9768549527424285E-6
1926-0,38,3.0921459492888075E-6
1927-0,38,3.5301385579384E-6
1928-0,38,3.7192003719200384E-6
1929-0,38,0.0017013446567586698
1930-0,38,6.51041666666667E-6
1931-0,38,5.081300813008132E-6
1932-0,38,7.262164124909227E-6
1934-0,38,1.3661202185792362E-5
1935-0,38,8.795074758135449E-6
1936-0,38,8.585533376261007E-6
1937-0,38,1.1299435028248598E-5
1938-0,38,6.77506775067751E-6
1939-0,38,8.369951872776737E-6
1940-0,38,1.0085728693898143E-5
1941-0,38,9.905894006934133E-6
1942-0,38,9.409550693954368E-6
1943-0,38,7.211105101856863E-6
1944-0,38,8.492569002123148E-6
1945-0,38,3.844675124951943E-6
1946-0,38,1.0198358064351634E-6
1947-0,38,4.921865386981668E-6
1948-0,38,5.915409642117718E-6
1949-0,38,8.830022075055193E-6
1950-0,38,6.12745098039216E-6
1951-0,38,8.245722531436823E-6
1952-0,38,6.124636349716738E-6
1953-0,38,4.223418857565201E-6
1953-1,38,0.005203896318309395
1954-0,38,4.701457451810063E-6
1955-0,38,3.7654146662901266E-6
1956-0,38,0.00278044264916267
1957-0,38,6.948063227375373E-6
1958-0,38,5.973715651135009E-6
1959-0,38,5.863383172090299E-6
1960-0,38,5.165956347668864E-6
1961-0,38,5.640157924421885E-6
1961-1,38,0.0248212960016969
1962-0,38,4.499943750703118E-6
1963-0,38,0.007581369248035917
1964-0,38,1.003260596940056E-5
1965-0,38,7.176175098672411E-6
1966-0,38,5.865962751136533E-6
1967-0,38,0.004197530864197533
1968-0,38,6.507239303725397E-6
1969-0,38,8.508827908955546E-6
1970-0,38,7.432181345224828E-6
1971-0,38,7.338103100348564E-6
1972-0,38,8.46023688663283E-6
1973-0,38,1.9295706705258092E-5
1974-0,38,0.032696054152220586
1975-0,38,0.09018854500177877
1976-0,38,0.009015015015015018
1977-0,38,0.05992968999680412
1978-0,38,0.01979861111111112
1979-0,38,8.888888888888895E-6
1980-0,38,0.11061082024432815
1981-0,38,0.021228433402346456
1981-1,38,0.18163958526771878
1982-0,38,5.762028233938349E-6
1983-0,38,5.372011818426003E-6
1984-0,38,5.94441967602913E-6
1985-0,38,6.768189509306264E-6
1986-0,38,8.250825082508255E-6
1987-0,38,8.406893652795297E-6
1988-0,38,6.250976715111739E-6
1989-0,38,6.379585326953751E-6
1990-0,38,8.333333333333339E-6
1991-0,38,0.0011850107906611737
1992-0,38,6.488240064882404E-6
1993-0,38,4.862630683199613E-6
1994-0,38,0.0013043007258151885
1995-0,38,3.748477181145161E-6
1996-0,38,5.0371489736808986E-6
1997-0,38,4.6200046200046215E-6
1998-0,38,4.223418857565201E-6
1999-0,38,0.003678301694223312
2000-0,38,3.499562554680666E-6
2001-0,38,6.851661527920525E-6
2002-0,38,7.3827980804725034E-6
2003-0,38,0.00936262544073773
2004-0,38,5.553241704845206E-6
2005-0,38,5.717552887364211E-6
2006-0,38,5.451076587626058E-6
2007-0,38,0.010242970242970247
2008-0,38,0.007158634538152612
2009-0,38,5.299417064122949E-6
2010-0,38,4.2127435492364414E-6
2011-0,38,4.575611988103411E-6
2012-0,38,4.219409282700424E-6
2013-0,38,0.008501089324618738
1790-0,39,3.0303030303030336E-5
1790-1,39,2.4600246002460042E-5
1791-0,39,1.6044925792218228E-5
1792-0,39,1.594896331738439E-5
1793-0,39,1.7383746197305537E-5
1794-0,39,1.146460303811981E-5
1795-0,39,0.04083233293317329
1796-0,39,1.1270780501549739E-5
1797-0,39,1.561280249804841E-5
1798-0,39,1.4814814814814827E-5
1799-0,39,2.1197668256491813E-5
1800-0,39,2.355712603062429E-5
1801-0,39,1.0787486515641862E-5
1802-0,39,1.6813787305590594E-5
1803-0,39,1.6813787305590598E-5
1804-0,39,1.654259718775849E-5
1805-0,39,1.2022843402464692E-5
1806-0,39,1.1979634621144064E-5
1807-0,39,1.4524328249818454E-5
1808-0,39,1.2932428063368906E-5
1809-0,39,1.902044698050406E-5
1810-0,39,1.3306719893546248E-5
1811-0,39,1.4367816091954033E-5
1812-0,39,1.0201479214486106E-5
1813-0,39,1.0047726701833716E-5
